scenario_id,transaction_id,amount,failure_code,failure_type,initial_attempt_count,recovery_probability,actual_recovery,allowed_action,gateway_response,verification_result,final_state,escalation_required,recovered_amount
SC0004690,TX0004690,12125.67,GATEWAY_TIMEOUT,TRANSIENT,0,0.98,1,RETRY_PAYMENT,PAYMENT_SUCCESS_CONFIRMED,VERIFIED_SUCCESS,RECOVERED,0,12125.67
SC0004691,TX0004691,1622.83,BANK_TIMEOUT,TRANSIENT,1,0.9544,1,RETRY_PAYMENT,PAYMENT_SUCCESS,VERIFIED_SUCCESS,RECOVERED,0,1622.83
SC0004692,TX0004692,2305.34,BANK_SERVER_ERROR,TRANSIENT,1,0.7622,0,RETRY_PAYMENT,GATEWAY_TIMEOUT,VERIFIED_SUCCESS,RECOVERED,0,2305.34
SC0004693,TX0004693,1052.41,GATEWAY_TIMEOUT,TRANSIENT,0,0.9623,1,RETRY_PAYMENT,PAYMENT_SUCCESS,VERIFIED_SUCCESS,RECOVERED,0,1052.41
SC0004694,TX0004694,392.61,INSUFFICIENT_FUNDS,CUSTOMER_ACTION_REQUIRED,1,0.335,0,PAYMENT_REMINDER,ACTION_REQUIRED,NOT_APPLICABLE,CUSTOMER_ACTION_REQUIRED,0,0.0
SC0004695,TX0004695,9603.87,BANK_TIMEOUT,TRANSIENT,0,0.98,1,RETRY_PAYMENT,PAYMENT_SUCCESS,VERIFIED_SUCCESS,RECOVERED,0,9603.87
SC0004696,TX0004696,29053.89,BANK_TIMEOUT,TRANSIENT,1,0.8864,1,RETRY_PAYMENT,PAYMENT_SUCCESS,VERIFIED_SUCCESS,RECOVERED,0,29053.89
SC0004697,TX0004697,5276.96,NETWORK_ERROR,TRANSIENT,1,0.7543,0,RETRY_PAYMENT,GATEWAY_TIMEOUT,VERIFIED_FAILURE,RETRY_ALLOWED,0,0.0
SC0004698,TX0004698,2502.14,INVALID_CARD,HARD_FAILURE,0,0.1807,0,REQUEST_PAYMENT_METHOD_UPDATE,ACTION_REQUIRED,NOT_APPLICABLE,CUSTOMER_ACTION_REQUIRED,0,0.0
SC0004699,TX0004699,2881.41,FRAUD_SUSPECTED,HARD_FAILURE,2,0.01,0,HUMAN_REVIEW,BLOCKED_AUTOMATION,NOT_APPLICABLE,ESCALATED,1,0.0
SC0004700,TX0004700,2683.57,FRAUD_SUSPECTED,HARD_FAILURE,0,0.1365,0,HUMAN_REVIEW,BLOCKED_AUTOMATION,NOT_APPLICABLE,ESCALATED,1,0.0
SC0004701,TX0004701,2847.44,INSUFFICIENT_FUNDS,CUSTOMER_ACTION_REQUIRED,0,0.3853,0,PAYMENT_REMINDER,ACTION_REQUIRED,NOT_APPLICABLE,CUSTOMER_ACTION_REQUIRED,0,0.0
SC0004702,TX0004702,3020.64,INVALID_CARD,HARD_FAILURE,0,0.1151,0,REQUEST_PAYMENT_METHOD_UPDATE,ACTION_REQUIRED,NOT_APPLICABLE,CUSTOMER_ACTION_REQUIRED,0,0.0
SC0004703,TX0004703,3896.91,EXPIRED_CARD,CUSTOMER_ACTION_REQUIRED,2,0.2533,1,PAYMENT_REMINDER,ACTION_REQUIRED,NOT_APPLICABLE,CUSTOMER_ACTION_REQUIRED,0,0.0
SC0004704,TX0004704,18095.72,NETWORK_ERROR,TRANSIENT,0,0.9461,1,RETRY_PAYMENT,PAYMENT_SUCCESS_CONFIRMED,VERIFIED_SUCCESS,RECOVERED,0,18095.72
SC0004705,TX0004705,6138.22,BANK_TIMEOUT,TRANSIENT,1,0.8216,1,RETRY_PAYMENT,PAYMENT_SUCCESS_CONFIRMED,VERIFIED_SUCCESS,RECOVERED,0,6138.22
SC0004706,TX0004706,1206.02,INVALID_CARD,HARD_FAILURE,1,0.01,0,REQUEST_PAYMENT_METHOD_UPDATE,ACTION_REQUIRED,NOT_APPLICABLE,CUSTOMER_ACTION_REQUIRED,0,0.0
SC0004707,TX0004707,2805.11,BANK_SERVER_ERROR,TRANSIENT,2,0.4597,0,ESCALATE,RETRY_LIMIT_REACHED,NOT_APPLICABLE,ESCALATED,1,0.0
SC0004708,TX0004708,2884.91,CARD_BLOCKED,HARD_FAILURE,3,0.01,0,REQUEST_PAYMENT_METHOD_UPDATE,ACTION_REQUIRED,NOT_APPLICABLE,CUSTOMER_ACTION_REQUIRED,0,0.0
SC0004709,TX0004709,3656.94,NETWORK_ERROR,TRANSIENT,0,0.9521,1,RETRY_PAYMENT,PAYMENT_SUCCESS_CONFIRMED,VERIFIED_SUCCESS,RECOVERED,0,3656.94
SC0004710,TX0004710,3345.14,BANK_TIMEOUT,TRANSIENT,2,0.8118,1,ESCALATE,RETRY_LIMIT_REACHED,NOT_APPLICABLE,ESCALATED,1,0.0
SC0004711,TX0004711,287.54,NETWORK_ERROR,TRANSIENT,0,0.9505,1,RETRY_PAYMENT,PAYMENT_SUCCESS,VERIFIED_SUCCESS,RECOVERED,0,287.54
SC0004712,TX0004712,2107.66,NETWORK_ERROR,TRANSIENT,1,0.6635,1,RETRY_PAYMENT,PAYMENT_SUCCESS,VERIFIED_SUCCESS,RECOVERED,0,2107.66
SC0004713,TX0004713,778.39,GATEWAY_TIMEOUT,TRANSIENT,0,0.8383,1,RETRY_PAYMENT,PAYMENT_SUCCESS_CONFIRMED,VERIFIED_SUCCESS,RECOVERED,0,778.39
SC0004714,TX0004714,100.0,BANK_SERVER_ERROR,TRANSIENT,1,0.6824,1,RETRY_PAYMENT,PAYMENT_SUCCESS,VERIFIED_SUCCESS,RECOVERED,0,100.0
SC0004715,TX0004715,9116.12,GATEWAY_TIMEOUT,TRANSIENT,0,0.894,1,RETRY_PAYMENT,PAYMENT_SUCCESS_CONFIRMED,VERIFIED_SUCCESS,RECOVERED,0,9116.12
SC0004716,TX0004716,2762.96,EXPIRED_CARD,CUSTOMER_ACTION_REQUIRED,0,0.3031,1,PAYMENT_REMINDER,ACTION_REQUIRED,NOT_APPLICABLE,CUSTOMER_ACTION_REQUIRED,0,0.0
SC0004717,TX0004717,1008.17,INVALID_CARD,HARD_FAILURE,0,0.01,0,REQUEST_PAYMENT_METHOD_UPDATE,ACTION_REQUIRED,NOT_APPLICABLE,CUSTOMER_ACTION_REQUIRED,0,0.0
SC0004718,TX0004718,2743.71,INSUFFICIENT_FUNDS,CUSTOMER_ACTION_REQUIRED,0,0.5237,0,PAYMENT_REMINDER,ACTION_REQUIRED,NOT_APPLICABLE,CUSTOMER_ACTION_REQUIRED,0,0.0
SC0004719,TX0004719,4038.21,INSUFFICIENT_FUNDS,CUSTOMER_ACTION_REQUIRED,0,0.5621,0,PAYMENT_REMINDER,ACTION_REQUIRED,NOT_APPLICABLE,CUSTOMER_ACTION_REQUIRED,0,0.0
SC0004720,TX0004720,2347.41,EXPIRED_CARD,CUSTOMER_ACTION_REQUIRED,1,0.2789,0,PAYMENT_REMINDER,ACTION_REQUIRED,NOT_APPLICABLE,CUSTOMER_ACTION_REQUIRED,0,0.0
SC0004721,TX0004721,1814.02,BANK_SERVER_ERROR,TRANSIENT,1,0.7628,1,RETRY_PAYMENT,PAYMENT_SUCCESS_CONFIRMED,VERIFIED_SUCCESS,RECOVERED,0,1814.02
SC0004722,TX0004722,4599.77,BANK_SERVER_ERROR,TRANSIENT,0,0.9466,1,RETRY_PAYMENT,PAYMENT_SUCCESS_CONFIRMED,VERIFIED_SUCCESS,RECOVERED,0,4599.77
SC0004723,TX0004723,2057.94,INSUFFICIENT_FUNDS,CUSTOMER_ACTION_REQUIRED,0,0.3485,1,PAYMENT_REMINDER,ACTION_REQUIRED,NOT_APPLICABLE,CUSTOMER_ACTION_REQUIRED,0,0.0
SC0004724,TX0004724,2592.21,INVALID_CARD,HARD_FAILURE,1,0.01,0,REQUEST_PAYMENT_METHOD_UPDATE,ACTION_REQUIRED,NOT_APPLICABLE,CUSTOMER_ACTION_REQUIRED,0,0.0
SC0004725,TX0004725,2862.15,AUTHENTICATION_FAILED,CUSTOMER_ACTION_REQUIRED,2,0.2305,1,PAYMENT_REMINDER,ACTION_REQUIRED,NOT_APPLICABLE,CUSTOMER_ACTION_REQUIRED,0,0.0
SC0004726,TX0004726,2577.27,INSUFFICIENT_FUNDS,CUSTOMER_ACTION_REQUIRED,0,0.482,1,PAYMENT_REMINDER,ACTION_REQUIRED,NOT_APPLICABLE,CUSTOMER_ACTION_REQUIRED,0,0.0
SC0004727,TX0004727,1627.6,BANK_TIMEOUT,TRANSIENT,3,0.5896,1,ESCALATE,RETRY_LIMIT_REACHED,NOT_APPLICABLE,ESCALATED,1,0.0
SC0004728,TX0004728,22505.83,EXPIRED_CARD,CUSTOMER_ACTION_REQUIRED,0,0.4756,1,PAYMENT_REMINDER,ACTION_REQUIRED,NOT_APPLICABLE,CUSTOMER_ACTION_REQUIRED,0,0.0
SC0004729,TX0004729,8170.99,EXPIRED_CARD,CUSTOMER_ACTION_REQUIRED,1,0.357,0,PAYMENT_REMINDER,ACTION_REQUIRED,NOT_APPLICABLE,CUSTOMER_ACTION_REQUIRED,0,0.0
SC0004730,TX0004730,3224.65,BANK_TIMEOUT,TRANSIENT,0,0.8796,1,RETRY_PAYMENT,PAYMENT_SUCCESS,VERIFIED_SUCCESS,RECOVERED,0,3224.65
SC0004731,TX0004731,4322.43,CARD_BLOCKED,HARD_FAILURE,0,0.1295,0,REQUEST_PAYMENT_METHOD_UPDATE,ACTION_REQUIRED,NOT_APPLICABLE,CUSTOMER_ACTION_REQUIRED,0,0.0
SC0004732,TX0004732,6881.62,EXPIRED_CARD,CUSTOMER_ACTION_REQUIRED,1,0.2176,0,PAYMENT_REMINDER,ACTION_REQUIRED,NOT_APPLICABLE,CUSTOMER_ACTION_REQUIRED,0,0.0
SC0004733,TX0004733,847.59,FRAUD_SUSPECTED,HARD_FAILURE,1,0.01,0,HUMAN_REVIEW,BLOCKED_AUTOMATION,NOT_APPLICABLE,ESCALATED,1,0.0
SC0004734,TX0004734,2575.46,EXPIRED_CARD,CUSTOMER_ACTION_REQUIRED,0,0.4525,0,PAYMENT_REMINDER,ACTION_REQUIRED,NOT_APPLICABLE,CUSTOMER_ACTION_REQUIRED,0,0.0
SC0004735,TX0004735,1451.19,INSUFFICIENT_FUNDS,CUSTOMER_ACTION_REQUIRED,1,0.4235,0,PAYMENT_REMINDER,ACTION_REQUIRED,NOT_APPLICABLE,CUSTOMER_ACTION_REQUIRED,0,0.0
SC0004736,TX0004736,818.52,GATEWAY_TIMEOUT,TRANSIENT,3,0.5756,1,ESCALATE,RETRY_LIMIT_REACHED,NOT_APPLICABLE,ESCALATED,1,0.0
SC0004737,TX0004737,11145.34,GATEWAY_TIMEOUT,TRANSIENT,2,0.6622,0,ESCALATE,RETRY_LIMIT_REACHED,NOT_APPLICABLE,ESCALATED,1,0.0
SC0004738,TX0004738,946.77,EXPIRED_CARD,CUSTOMER_ACTION_REQUIRED,2,0.2039,0,PAYMENT_REMINDER,ACTION_REQUIRED,NOT_APPLICABLE,CUSTOMER_ACTION_REQUIRED,0,0.0
SC0004739,TX0004739,4946.99,EXPIRED_CARD,CUSTOMER_ACTION_REQUIRED,1,0.3744,1,PAYMENT_REMINDER,ACTION_REQUIRED,NOT_APPLICABLE,CUSTOMER_ACTION_REQUIRED,0,0.0
SC0004740,TX0004740,2680.97,INSUFFICIENT_FUNDS,CUSTOMER_ACTION_REQUIRED,1,0.3832,0,PAYMENT_REMINDER,ACTION_REQUIRED,NOT_APPLICABLE,CUSTOMER_ACTION_REQUIRED,0,0.0
SC0004741,TX0004741,2170.7,INVALID_CARD,HARD_FAILURE,0,0.1206,0,REQUEST_PAYMENT_METHOD_UPDATE,ACTION_REQUIRED,NOT_APPLICABLE,CUSTOMER_ACTION_REQUIRED,0,0.0
SC0004742,TX0004742,2571.19,INSUFFICIENT_FUNDS,CUSTOMER_ACTION_REQUIRED,0,0.5022,0,PAYMENT_REMINDER,ACTION_REQUIRED,NOT_APPLICABLE,CUSTOMER_ACTION_REQUIRED,0,0.0
SC0004743,TX0004743,4399.71,INVALID_CARD,HARD_FAILURE,0,0.0523,0,REQUEST_PAYMENT_METHOD_UPDATE,ACTION_REQUIRED,NOT_APPLICABLE,CUSTOMER_ACTION_REQUIRED,0,0.0
SC0004744,TX0004744,3792.42,NETWORK_ERROR,TRANSIENT,1,0.7788,1,RETRY_PAYMENT,PAYMENT_SUCCESS_CONFIRMED,VERIFIED_SUCCESS,RECOVERED,0,3792.42
SC0004745,TX0004745,1091.87,BANK_TIMEOUT,TRANSIENT,1,0.7943,1,RETRY_PAYMENT,PAYMENT_SUCCESS,VERIFIED_SUCCESS,RECOVERED,0,1091.87
SC0004746,TX0004746,1966.4,AUTHENTICATION_FAILED,CUSTOMER_ACTION_REQUIRED,1,0.3757,0,PAYMENT_REMINDER,ACTION_REQUIRED,NOT_APPLICABLE,CUSTOMER_ACTION_REQUIRED,0,0.0
SC0004747,TX0004747,6818.26,BANK_TIMEOUT,TRANSIENT,0,0.98,1,RETRY_PAYMENT,PAYMENT_SUCCESS_CONFIRMED,VERIFIED_SUCCESS,RECOVERED,0,6818.26
SC0004748,TX0004748,4437.21,BANK_TIMEOUT,TRANSIENT,0,0.898,1,RETRY_PAYMENT,PAYMENT_SUCCESS_CONFIRMED,VERIFIED_SUCCESS,RECOVERED,0,4437.21
SC0004749,TX0004749,1145.09,GATEWAY_TIMEOUT,TRANSIENT,0,0.8742,1,RETRY_PAYMENT,PAYMENT_SUCCESS_CONFIRMED,VERIFIED_SUCCESS,RECOVERED,0,1145.09
SC0004750,TX0004750,9868.35,INSUFFICIENT_FUNDS,CUSTOMER_ACTION_REQUIRED,2,0.073,0,PAYMENT_REMINDER,ACTION_REQUIRED,NOT_APPLICABLE,CUSTOMER_ACTION_REQUIRED,0,0.0
SC0004751,TX0004751,1427.52,GATEWAY_TIMEOUT,TRANSIENT,0,0.98,1,RETRY_PAYMENT,PAYMENT_SUCCESS_CONFIRMED,VERIFIED_SUCCESS,RECOVERED,0,1427.52
SC0004752,TX0004752,3941.25,INVALID_CARD,HARD_FAILURE,0,0.0352,0,REQUEST_PAYMENT_METHOD_UPDATE,ACTION_REQUIRED,NOT_APPLICABLE,CUSTOMER_ACTION_REQUIRED,0,0.0
SC0004753,TX0004753,2462.96,NETWORK_ERROR,TRANSIENT,0,0.9562,1,RETRY_PAYMENT,PAYMENT_SUCCESS,VERIFIED_SUCCESS,RECOVERED,0,2462.96
SC0004754,TX0004754,3362.15,INSUFFICIENT_FUNDS,CUSTOMER_ACTION_REQUIRED,0,0.5352,0,PAYMENT_REMINDER,ACTION_REQUIRED,NOT_APPLICABLE,CUSTOMER_ACTION_REQUIRED,0,0.0
SC0004755,TX0004755,945.39,INVALID_CARD,HARD_FAILURE,0,0.1541,0,REQUEST_PAYMENT_METHOD_UPDATE,ACTION_REQUIRED,NOT_APPLICABLE,CUSTOMER_ACTION_REQUIRED,0,0.0
SC0004756,TX0004756,1459.05,CARD_BLOCKED,HARD_FAILURE,0,0.1664,0,REQUEST_PAYMENT_METHOD_UPDATE,ACTION_REQUIRED,NOT_APPLICABLE,CUSTOMER_ACTION_REQUIRED,0,0.0
SC0004757,TX0004757,1483.4,CARD_BLOCKED,HARD_FAILURE,0,0.1139,1,REQUEST_PAYMENT_METHOD_UPDATE,ACTION_REQUIRED,NOT_APPLICABLE,CUSTOMER_ACTION_REQUIRED,0,0.0
SC0004758,TX0004758,4162.71,BANK_SERVER_ERROR,TRANSIENT,1,0.867,1,RETRY_PAYMENT,PAYMENT_SUCCESS_CONFIRMED,VERIFIED_SUCCESS,RECOVERED,0,4162.71
SC0004759,TX0004759,2099.25,BANK_TIMEOUT,TRANSIENT,0,0.8908,1,RETRY_PAYMENT,PAYMENT_SUCCESS_CONFIRMED,VERIFIED_SUCCESS,RECOVERED,0,2099.25
SC0004760,TX0004760,4410.04,INSUFFICIENT_FUNDS,CUSTOMER_ACTION_REQUIRED,0,0.4285,0,PAYMENT_REMINDER,ACTION_REQUIRED,NOT_APPLICABLE,CUSTOMER_ACTION_REQUIRED,0,0.0
SC0004761,TX0004761,1765.27,FRAUD_SUSPECTED,HARD_FAILURE,1,0.01,0,HUMAN_REVIEW,BLOCKED_AUTOMATION,NOT_APPLICABLE,ESCALATED,1,0.0
SC0004762,TX0004762,3577.55,EXPIRED_CARD,CUSTOMER_ACTION_REQUIRED,0,0.4671,1,PAYMENT_REMINDER,ACTION_REQUIRED,NOT_APPLICABLE,CUSTOMER_ACTION_REQUIRED,0,0.0
SC0004763,TX0004763,3107.22,INSUFFICIENT_FUNDS,CUSTOMER_ACTION_REQUIRED,0,0.3983,0,PAYMENT_REMINDER,ACTION_REQUIRED,NOT_APPLICABLE,CUSTOMER_ACTION_REQUIRED,0,0.0
SC0004764,TX0004764,720.05,INSUFFICIENT_FUNDS,CUSTOMER_ACTION_REQUIRED,0,0.4123,1,PAYMENT_REMINDER,ACTION_REQUIRED,NOT_APPLICABLE,CUSTOMER_ACTION_REQUIRED,0,0.0
SC0004765,TX0004765,9938.48,BANK_TIMEOUT,TRANSIENT,1,0.8604,1,RETRY_PAYMENT,PAYMENT_SUCCESS_CONFIRMED,VERIFIED_SUCCESS,RECOVERED,0,9938.48
SC0004766,TX0004766,6832.0,FRAUD_SUSPECTED,HARD_FAILURE,1,0.01,0,HUMAN_REVIEW,BLOCKED_AUTOMATION,NOT_APPLICABLE,ESCALATED,1,0.0
SC0004767,TX0004767,515.28,CARD_BLOCKED,HARD_FAILURE,0,0.1112,0,REQUEST_PAYMENT_METHOD_UPDATE,ACTION_REQUIRED,NOT_APPLICABLE,CUSTOMER_ACTION_REQUIRED,0,0.0
SC0004768,TX0004768,388.0,GATEWAY_TIMEOUT,TRANSIENT,0,0.7376,0,RETRY_PAYMENT,GATEWAY_TIMEOUT,VERIFIED_FAILURE,RETRY_ALLOWED,0,0.0
SC0004769,TX0004769,3629.46,BANK_TIMEOUT,TRANSIENT,2,0.6633,1,ESCALATE,RETRY_LIMIT_REACHED,NOT_APPLICABLE,ESCALATED,1,0.0
SC0004770,TX0004770,715.92,INSUFFICIENT_FUNDS,CUSTOMER_ACTION_REQUIRED,0,0.4983,0,PAYMENT_REMINDER,ACTION_REQUIRED,NOT_APPLICABLE,CUSTOMER_ACTION_REQUIRED,0,0.0
SC0004771,TX0004771,3315.94,GATEWAY_TIMEOUT,TRANSIENT,1,0.8573,1,RETRY_PAYMENT,PAYMENT_SUCCESS_CONFIRMED,VERIFIED_SUCCESS,RECOVERED,0,3315.94
SC0004772,TX0004772,3788.67,NETWORK_ERROR,TRANSIENT,0,0.9644,1,RETRY_PAYMENT,PAYMENT_SUCCESS_CONFIRMED,VERIFIED_SUCCESS,RECOVERED,0,3788.67
SC0004773,TX0004773,873.49,BANK_SERVER_ERROR,TRANSIENT,0,0.8675,0,RETRY_PAYMENT,UNKNOWN_GATEWAY_ERROR,VERIFIED_FAILURE,RETRY_ALLOWED,0,0.0
SC0004774,TX0004774,31766.02,AUTHENTICATION_FAILED,CUSTOMER_ACTION_REQUIRED,2,0.2312,1,PAYMENT_REMINDER,ACTION_REQUIRED,NOT_APPLICABLE,CUSTOMER_ACTION_REQUIRED,0,0.0
SC0004775,TX0004775,555.01,INVALID_CARD,HARD_FAILURE,0,0.0902,0,REQUEST_PAYMENT_METHOD_UPDATE,ACTION_REQUIRED,NOT_APPLICABLE,CUSTOMER_ACTION_REQUIRED,0,0.0
SC0004776,TX0004776,8895.6,EXPIRED_CARD,CUSTOMER_ACTION_REQUIRED,0,0.4558,1,PAYMENT_REMINDER,ACTION_REQUIRED,NOT_APPLICABLE,CUSTOMER_ACTION_REQUIRED,0,0.0
SC0004777,TX0004777,4408.88,NETWORK_ERROR,TRANSIENT,0,0.98,1,RETRY_PAYMENT,PAYMENT_SUCCESS_CONFIRMED,VERIFIED_SUCCESS,RECOVERED,0,4408.88
SC0004778,TX0004778,6477.32,INSUFFICIENT_FUNDS,CUSTOMER_ACTION_REQUIRED,3,0.1548,0,PAYMENT_REMINDER,ACTION_REQUIRED,NOT_APPLICABLE,CUSTOMER_ACTION_REQUIRED,0,0.0
SC0004779,TX0004779,325.58,BANK_TIMEOUT,TRANSIENT,0,0.8469,0,RETRY_PAYMENT,BANK_DECLINED,VERIFIED_FAILURE,RETRY_ALLOWED,0,0.0
SC0004780,TX0004780,3611.52,INSUFFICIENT_FUNDS,CUSTOMER_ACTION_REQUIRED,0,0.4355,0,PAYMENT_REMINDER,ACTION_REQUIRED,NOT_APPLICABLE,CUSTOMER_ACTION_REQUIRED,0,0.0
SC0004781,TX0004781,1004.52,BANK_SERVER_ERROR,TRANSIENT,0,0.8449,1,RETRY_PAYMENT,PAYMENT_SUCCESS_CONFIRMED,VERIFIED_SUCCESS,RECOVERED,0,1004.52
SC0004782,TX0004782,3287.35,AUTHENTICATION_FAILED,CUSTOMER_ACTION_REQUIRED,1,0.3753,0,PAYMENT_REMINDER,ACTION_REQUIRED,NOT_APPLICABLE,CUSTOMER_ACTION_REQUIRED,0,0.0
SC0004783,TX0004783,922.41,GATEWAY_TIMEOUT,TRANSIENT,1,0.8483,1,RETRY_PAYMENT,PAYMENT_SUCCESS,VERIFIED_SUCCESS,RECOVERED,0,922.41
SC0004784,TX0004784,5834.02,AUTHENTICATION_FAILED,CUSTOMER_ACTION_REQUIRED,0,0.4815,0,PAYMENT_REMINDER,ACTION_REQUIRED,NOT_APPLICABLE,CUSTOMER_ACTION_REQUIRED,0,0.0
SC0004785,TX0004785,704.51,FRAUD_SUSPECTED,HARD_FAILURE,0,0.0916,0,HUMAN_REVIEW,BLOCKED_AUTOMATION,NOT_APPLICABLE,ESCALATED,1,0.0
SC0004786,TX0004786,350.86,FRAUD_SUSPECTED,HARD_FAILURE,3,0.01,0,HUMAN_REVIEW,BLOCKED_AUTOMATION,NOT_APPLICABLE,ESCALATED,1,0.0
SC0004787,TX0004787,8928.08,GATEWAY_TIMEOUT,TRANSIENT,0,0.9197,1,RETRY_PAYMENT,PAYMENT_SUCCESS_CONFIRMED,VERIFIED_SUCCESS,RECOVERED,0,8928.08
SC0004788,TX0004788,3345.53,GATEWAY_TIMEOUT,TRANSIENT,2,0.655,1,ESCALATE,RETRY_LIMIT_REACHED,NOT_APPLICABLE,ESCALATED,1,0.0
SC0004789,TX0004789,5040.08,BANK_TIMEOUT,TRANSIENT,1,0.8125,1,RETRY_PAYMENT,PAYMENT_SUCCESS_CONFIRMED,VERIFIED_SUCCESS,RECOVERED,0,5040.08
SC0004790,TX0004790,14410.62,AUTHENTICATION_FAILED,CUSTOMER_ACTION_REQUIRED,0,0.5524,0,PAYMENT_REMINDER,ACTION_REQUIRED,NOT_APPLICABLE,CUSTOMER_ACTION_REQUIRED,0,0.0
SC0004791,TX0004791,812.02,BANK_SERVER_ERROR,TRANSIENT,1,0.7927,1,RETRY_PAYMENT,PAYMENT_SUCCESS,VERIFIED_SUCCESS,RECOVERED,0,812.02
SC0004792,TX0004792,2536.06,INSUFFICIENT_FUNDS,CUSTOMER_ACTION_REQUIRED,1,0.2383,1,PAYMENT_REMINDER,ACTION_REQUIRED,NOT_APPLICABLE,CUSTOMER_ACTION_REQUIRED,0,0.0
SC0004793,TX0004793,5294.99,BANK_SERVER_ERROR,TRANSIENT,0,0.8411,1,RETRY_PAYMENT,PAYMENT_SUCCESS,VERIFIED_SUCCESS,RECOVERED,0,5294.99
SC0004794,TX0004794,5055.84,NETWORK_ERROR,TRANSIENT,0,0.8278,1,RETRY_PAYMENT,PAYMENT_SUCCESS,VERIFIED_SUCCESS,RECOVERED,0,5055.84
SC0004795,TX0004795,3244.45,EXPIRED_CARD,CUSTOMER_ACTION_REQUIRED,2,0.2354,0,PAYMENT_REMINDER,ACTION_REQUIRED,NOT_APPLICABLE,CUSTOMER_ACTION_REQUIRED,0,0.0
SC0004796,TX0004796,1668.22,EXPIRED_CARD,CUSTOMER_ACTION_REQUIRED,0,0.4496,0,PAYMENT_REMINDER,ACTION_REQUIRED,NOT_APPLICABLE,CUSTOMER_ACTION_REQUIRED,0,0.0
SC0004797,TX0004797,528.79,EXPIRED_CARD,CUSTOMER_ACTION_REQUIRED,1,0.3003,0,PAYMENT_REMINDER,ACTION_REQUIRED,NOT_APPLICABLE,CUSTOMER_ACTION_REQUIRED,0,0.0
SC0004798,TX0004798,1430.77,EXPIRED_CARD,CUSTOMER_ACTION_REQUIRED,0,0.4056,1,PAYMENT_REMINDER,ACTION_REQUIRED,NOT_APPLICABLE,CUSTOMER_ACTION_REQUIRED,0,0.0
SC0004799,TX0004799,3546.43,BANK_TIMEOUT,TRANSIENT,0,0.8511,1,RETRY_PAYMENT,PAYMENT_SUCCESS_CONFIRMED,VERIFIED_SUCCESS,RECOVERED,0,3546.43
SC0004800,TX0004800,1150.95,INSUFFICIENT_FUNDS,CUSTOMER_ACTION_REQUIRED,0,0.4086,0,PAYMENT_REMINDER,ACTION_REQUIRED,NOT_APPLICABLE,CUSTOMER_ACTION_REQUIRED,0,0.0
SC0004801,TX0004801,10552.9,NETWORK_ERROR,TRANSIENT,0,0.7698,0,RETRY_PAYMENT,GATEWAY_TIMEOUT,VERIFIED_FAILURE,RETRY_ALLOWED,0,0.0
SC0004802,TX0004802,3055.91,BANK_SERVER_ERROR,TRANSIENT,0,0.8356,0,RETRY_PAYMENT,GATEWAY_TIMEOUT,VERIFIED_FAILURE,RETRY_ALLOWED,0,0.0
SC0004803,TX0004803,3262.8,EXPIRED_CARD,CUSTOMER_ACTION_REQUIRED,1,0.3584,0,PAYMENT_REMINDER,ACTION_REQUIRED,NOT_APPLICABLE,CUSTOMER_ACTION_REQUIRED,0,0.0
SC0004804,TX0004804,5380.79,EXPIRED_CARD,CUSTOMER_ACTION_REQUIRED,1,0.2682,0,PAYMENT_REMINDER,ACTION_REQUIRED,NOT_APPLICABLE,CUSTOMER_ACTION_REQUIRED,0,0.0
SC0004805,TX0004805,1094.73,INVALID_CARD,HARD_FAILURE,2,0.01,0,REQUEST_PAYMENT_METHOD_UPDATE,ACTION_REQUIRED,NOT_APPLICABLE,CUSTOMER_ACTION_REQUIRED,0,0.0
SC0004806,TX0004806,3665.01,INSUFFICIENT_FUNDS,CUSTOMER_ACTION_REQUIRED,1,0.303,0,PAYMENT_REMINDER,ACTION_REQUIRED,NOT_APPLICABLE,CUSTOMER_ACTION_REQUIRED,0,0.0
SC0004807,TX0004807,2822.08,CARD_BLOCKED,HARD_FAILURE,0,0.0908,0,REQUEST_PAYMENT_METHOD_UPDATE,ACTION_REQUIRED,NOT_APPLICABLE,CUSTOMER_ACTION_REQUIRED,0,0.0
SC0004808,TX0004808,3150.99,CARD_BLOCKED,HARD_FAILURE,0,0.0965,0,REQUEST_PAYMENT_METHOD_UPDATE,ACTION_REQUIRED,NOT_APPLICABLE,CUSTOMER_ACTION_REQUIRED,0,0.0
SC0004809,TX0004809,5125.03,NETWORK_ERROR,TRANSIENT,1,0.8121,1,RETRY_PAYMENT,PAYMENT_SUCCESS,VERIFIED_SUCCESS,RECOVERED,0,5125.03
SC0004810,TX0004810,3288.05,AUTHENTICATION_FAILED,CUSTOMER_ACTION_REQUIRED,0,0.5445,1,PAYMENT_REMINDER,ACTION_REQUIRED,NOT_APPLICABLE,CUSTOMER_ACTION_REQUIRED,0,0.0
SC0004811,TX0004811,1971.05,EXPIRED_CARD,CUSTOMER_ACTION_REQUIRED,0,0.3542,0,PAYMENT_REMINDER,ACTION_REQUIRED,NOT_APPLICABLE,CUSTOMER_ACTION_REQUIRED,0,0.0
SC0004812,TX0004812,1015.27,INVALID_CARD,HARD_FAILURE,1,0.01,0,REQUEST_PAYMENT_METHOD_UPDATE,ACTION_REQUIRED,NOT_APPLICABLE,CUSTOMER_ACTION_REQUIRED,0,0.0
