transaction_id,customer_id,amount,payment_method,customer_type,customer_age_days,previous_transactions,previous_success_rate,failure_code,failure_type,attempt_count,time_since_failure_min,hour_of_day,is_weekend,true_recovery_probability,actual_recovery,recovered_amount,recovery_attempts,final_status
TX0015252,C08240,4546.67,DEBIT_CARD,NEW,31,1,0.8951,CARD_BLOCKED,HARD_FAILURE,3,583,12,0,0.01,0,0.0,3,ESCALATED
TX0015253,C04418,3736.17,DEBIT_CARD,LOYAL,1977,67,0.9191,CARD_BLOCKED,HARD_FAILURE,0,26,11,1,0.1205,0,0.0,1,UNRECOVERED
TX0015256,C09468,2308.81,CREDIT_CARD,RETURNING,137,16,0.9363,INSUFFICIENT_FUNDS,CUSTOMER_ACTION_REQUIRED,1,737,0,1,0.3593,0,0.0,2,UNRECOVERED
TX0015260,C00327,2261.0,NET_BANKING,LOYAL,1907,80,0.8877,INSUFFICIENT_FUNDS,CUSTOMER_ACTION_REQUIRED,1,976,7,0,0.425,1,2261.0,2,RECOVERED
TX0015261,C04654,7911.0,DEBIT_CARD,LOYAL,738,61,0.9799,GATEWAY_TIMEOUT,TRANSIENT,0,1144,23,0,0.9447,1,7911.0,1,RECOVERED
TX0015262,C05609,1541.47,UPI,LOYAL,1999,57,0.8929,BANK_TIMEOUT,TRANSIENT,1,1254,17,0,0.8886,1,1541.47,2,RECOVERED
TX0015263,C07651,1003.57,DEBIT_CARD,RETURNING,338,29,0.9214,NETWORK_ERROR,TRANSIENT,0,960,11,0,0.9377,1,1003.57,1,RECOVERED
TX0015264,C04509,4503.76,UPI,LOYAL,531,91,0.9354,GATEWAY_TIMEOUT,TRANSIENT,0,718,22,1,0.98,1,4503.76,1,RECOVERED
TX0015265,C03624,1832.43,UPI,LOYAL,1162,22,0.8928,BANK_TIMEOUT,TRANSIENT,0,855,5,0,0.957,1,1832.43,1,RECOVERED
TX0015266,C03811,935.35,UPI,RETURNING,105,6,0.7522,AUTHENTICATION_FAILED,CUSTOMER_ACTION_REQUIRED,2,192,23,1,0.2803,0,0.0,3,ESCALATED
TX0015267,C04109,1952.67,DEBIT_CARD,RETURNING,293,9,0.9133,GATEWAY_TIMEOUT,TRANSIENT,0,768,22,1,0.9321,1,1952.67,1,RECOVERED
TX0015268,C06238,827.2,UPI,RETURNING,140,11,0.8555,NETWORK_ERROR,TRANSIENT,0,367,20,0,0.8482,1,827.2,1,RECOVERED
TX0015269,C03067,1061.31,CREDIT_CARD,RETURNING,240,7,0.7678,NETWORK_ERROR,TRANSIENT,0,902,12,1,0.9213,1,1061.31,1,RECOVERED
TX0015271,C03136,12399.22,DEBIT_CARD,RETURNING,309,30,0.793,EXPIRED_CARD,CUSTOMER_ACTION_REQUIRED,0,1369,23,0,0.4241,0,0.0,1,UNRECOVERED
TX0015272,C05622,439.68,UPI,NEW,29,2,0.6634,GATEWAY_TIMEOUT,TRANSIENT,0,445,2,1,0.7786,1,439.68,1,RECOVERED
TX0015274,C04904,1190.4,CREDIT_CARD,RETURNING,470,16,0.9515,INSUFFICIENT_FUNDS,CUSTOMER_ACTION_REQUIRED,0,440,5,1,0.4425,1,1190.4,1,RECOVERED
TX0015275,C02864,1042.74,DEBIT_CARD,RETURNING,331,20,0.9474,NETWORK_ERROR,TRANSIENT,3,414,3,0,0.5895,1,1042.74,4,RECOVERED
TX0015276,C00396,1296.71,WALLET,RETURNING,176,8,0.7856,INVALID_CARD,HARD_FAILURE,1,523,14,1,0.0272,0,0.0,2,UNRECOVERED
TX0015279,C03430,931.41,WALLET,RETURNING,203,6,0.9209,EXPIRED_CARD,CUSTOMER_ACTION_REQUIRED,0,865,8,1,0.3878,1,931.41,1,RECOVERED
TX0015281,C04012,274.41,UPI,NEW,51,0,0.5451,GATEWAY_TIMEOUT,TRANSIENT,0,235,0,1,0.7978,1,274.41,1,RECOVERED
TX0015282,C03979,631.87,CREDIT_CARD,RETURNING,77,19,0.8235,BANK_TIMEOUT,TRANSIENT,0,517,15,1,0.9146,1,631.87,1,RECOVERED
TX0015285,C01630,9148.86,UPI,RETURNING,253,25,0.9257,BANK_TIMEOUT,TRANSIENT,1,54,13,1,0.868,1,9148.86,2,RECOVERED
TX0015286,C08294,9254.9,UPI,NEW,59,2,0.8105,INSUFFICIENT_FUNDS,CUSTOMER_ACTION_REQUIRED,1,844,11,1,0.2673,0,0.0,2,UNRECOVERED
TX0015287,C01168,2776.36,UPI,NEW,11,1,0.7265,BANK_TIMEOUT,TRANSIENT,2,284,1,1,0.6127,1,2776.36,3,RECOVERED
TX0015288,C05357,2125.72,DEBIT_CARD,NEW,47,3,0.7894,CARD_BLOCKED,HARD_FAILURE,0,1066,14,0,0.01,0,0.0,1,UNRECOVERED
TX0015289,C05012,25905.66,CREDIT_CARD,RETURNING,63,28,0.967,EXPIRED_CARD,CUSTOMER_ACTION_REQUIRED,0,230,6,1,0.3905,0,0.0,1,UNRECOVERED
TX0015291,C05029,3411.26,CREDIT_CARD,NEW,41,3,0.5878,INSUFFICIENT_FUNDS,CUSTOMER_ACTION_REQUIRED,0,1390,11,0,0.3433,0,0.0,1,UNRECOVERED
TX0015293,C08295,10901.66,UPI,LOYAL,1155,84,0.9589,NETWORK_ERROR,TRANSIENT,1,373,6,1,0.8768,1,10901.66,2,RECOVERED
TX0015294,C03939,4229.83,CREDIT_CARD,RETURNING,254,4,0.7585,EXPIRED_CARD,CUSTOMER_ACTION_REQUIRED,0,1320,3,1,0.3367,0,0.0,1,UNRECOVERED
TX0015295,C02738,1269.02,UPI,LOYAL,938,26,0.9043,INSUFFICIENT_FUNDS,CUSTOMER_ACTION_REQUIRED,0,69,15,0,0.4841,0,0.0,1,UNRECOVERED
TX0015296,C00060,8014.74,CREDIT_CARD,RETURNING,68,6,0.9631,EXPIRED_CARD,CUSTOMER_ACTION_REQUIRED,0,330,16,1,0.4115,0,0.0,1,UNRECOVERED
TX0015298,C01894,7353.98,DEBIT_CARD,RETURNING,404,28,0.8759,BANK_TIMEOUT,TRANSIENT,0,1052,5,1,0.9476,1,7353.98,1,RECOVERED
TX0015299,C07888,5685.26,UPI,LOYAL,928,95,0.9692,BANK_SERVER_ERROR,TRANSIENT,0,503,22,1,0.98,1,5685.26,1,RECOVERED
TX0015300,C09063,9695.53,UPI,NEW,57,3,0.5055,GATEWAY_TIMEOUT,TRANSIENT,2,1372,19,1,0.5498,0,0.0,3,ESCALATED
TX0015302,C04911,1684.75,UPI,RETURNING,397,19,0.8214,GATEWAY_TIMEOUT,TRANSIENT,1,1267,5,0,0.7495,1,1684.75,2,RECOVERED
TX0015303,C00875,1035.0,CREDIT_CARD,RETURNING,473,27,0.9105,GATEWAY_TIMEOUT,TRANSIENT,3,113,7,1,0.6058,1,1035.0,4,RECOVERED
TX0015304,C04725,8517.84,UPI,NEW,56,3,0.664,NETWORK_ERROR,TRANSIENT,2,1140,19,1,0.5659,1,8517.84,3,RECOVERED
TX0015305,C02861,10723.19,UPI,RETURNING,99,19,0.7639,NETWORK_ERROR,TRANSIENT,0,1355,10,0,0.9329,1,10723.19,1,RECOVERED
TX0015307,C09659,3737.79,UPI,RETURNING,126,29,0.799,AUTHENTICATION_FAILED,CUSTOMER_ACTION_REQUIRED,1,120,16,1,0.4073,1,3737.79,2,RECOVERED
TX0015311,C00443,3147.53,DEBIT_CARD,LOYAL,1292,63,0.992,AUTHENTICATION_FAILED,CUSTOMER_ACTION_REQUIRED,0,1094,13,1,0.5578,1,3147.53,1,RECOVERED
TX0015317,C08710,2414.97,DEBIT_CARD,LOYAL,1059,100,0.9589,AUTHENTICATION_FAILED,CUSTOMER_ACTION_REQUIRED,0,1029,18,1,0.557,1,2414.97,1,RECOVERED
TX0015318,C09199,1980.95,DEBIT_CARD,RETURNING,325,30,0.9268,BANK_TIMEOUT,TRANSIENT,1,1339,13,1,0.7943,0,0.0,2,UNRECOVERED
TX0015319,C00107,8259.75,DEBIT_CARD,RETURNING,237,27,0.9309,NETWORK_ERROR,TRANSIENT,0,9,12,1,0.9148,1,8259.75,1,RECOVERED
TX0015320,C09246,2144.09,NET_BANKING,RETURNING,317,18,0.8392,CARD_BLOCKED,HARD_FAILURE,0,1408,5,0,0.0685,1,2144.09,1,RECOVERED
TX0015322,C04322,888.51,UPI,LOYAL,1701,45,0.9523,GATEWAY_TIMEOUT,TRANSIENT,2,841,13,0,0.7673,1,888.51,3,RECOVERED
TX0015323,C03644,7310.88,CREDIT_CARD,RETURNING,110,29,0.9767,BANK_TIMEOUT,TRANSIENT,0,811,2,1,0.883,1,7310.88,1,RECOVERED
TX0015324,C00641,662.11,DEBIT_CARD,RETURNING,281,29,0.9661,BANK_TIMEOUT,TRANSIENT,0,921,5,0,0.924,1,662.11,1,RECOVERED
TX0015326,C07752,6889.98,UPI,RETURNING,182,27,0.8583,NETWORK_ERROR,TRANSIENT,1,1245,5,1,0.754,1,6889.98,2,RECOVERED
TX0015327,C05201,1352.65,UPI,LOYAL,1957,30,0.9557,GATEWAY_TIMEOUT,TRANSIENT,1,526,11,1,0.921,1,1352.65,2,RECOVERED
TX0015329,C00167,8203.44,UPI,RETURNING,82,15,0.8725,INSUFFICIENT_FUNDS,CUSTOMER_ACTION_REQUIRED,0,80,22,0,0.4805,1,8203.44,1,RECOVERED
TX0015330,C02665,2075.5,CREDIT_CARD,RETURNING,356,28,0.9095,BANK_SERVER_ERROR,TRANSIENT,0,990,15,1,0.905,1,2075.5,1,RECOVERED
TX0015331,C07264,4514.65,CREDIT_CARD,LOYAL,1626,36,0.9313,GATEWAY_TIMEOUT,TRANSIENT,0,80,17,1,0.98,1,4514.65,1,RECOVERED
TX0015332,C02036,9872.8,UPI,RETURNING,309,19,0.7545,EXPIRED_CARD,CUSTOMER_ACTION_REQUIRED,0,116,18,0,0.3735,0,0.0,1,UNRECOVERED
TX0015335,C04244,371.48,UPI,LOYAL,1220,23,0.9191,BANK_TIMEOUT,TRANSIENT,0,1066,15,0,0.98,1,371.48,1,RECOVERED
TX0015339,C08482,3790.86,CREDIT_CARD,RETURNING,185,14,0.7834,GATEWAY_TIMEOUT,TRANSIENT,1,681,5,0,0.7913,1,3790.86,2,RECOVERED
TX0015340,C03320,8550.15,CREDIT_CARD,NEW,52,3,0.7008,AUTHENTICATION_FAILED,CUSTOMER_ACTION_REQUIRED,1,907,14,0,0.2848,0,0.0,2,UNRECOVERED
TX0015342,C09710,2135.55,DEBIT_CARD,RETURNING,206,18,0.7551,NETWORK_ERROR,TRANSIENT,0,1358,7,0,0.8311,1,2135.55,1,RECOVERED
TX0015345,C08870,8219.87,CREDIT_CARD,RETURNING,349,10,0.8876,NETWORK_ERROR,TRANSIENT,0,501,13,1,0.9018,1,8219.87,1,RECOVERED
TX0015347,C04999,2290.02,WALLET,RETURNING,344,8,0.8369,CARD_BLOCKED,HARD_FAILURE,0,1175,16,1,0.0545,0,0.0,1,UNRECOVERED
TX0015348,C02383,3765.02,CREDIT_CARD,RETURNING,362,6,0.844,BANK_TIMEOUT,TRANSIENT,1,690,22,0,0.8091,1,3765.02,2,RECOVERED
TX0015349,C09766,5497.41,UPI,LOYAL,956,38,0.9769,NETWORK_ERROR,TRANSIENT,0,1138,9,1,0.98,1,5497.41,1,RECOVERED
TX0015351,C08760,3869.43,DEBIT_CARD,RETURNING,430,4,0.8622,GATEWAY_TIMEOUT,TRANSIENT,0,1055,9,0,0.9261,1,3869.43,1,RECOVERED
TX0015352,C00399,10483.86,DEBIT_CARD,RETURNING,453,23,0.7801,NETWORK_ERROR,TRANSIENT,1,1440,20,0,0.7916,0,0.0,2,UNRECOVERED
TX0015353,C02512,1166.88,NET_BANKING,RETURNING,333,7,0.9073,NETWORK_ERROR,TRANSIENT,1,224,18,1,0.7826,1,1166.88,2,RECOVERED
TX0015355,C00489,1780.74,UPI,LOYAL,1490,51,0.9725,BANK_TIMEOUT,TRANSIENT,0,400,0,1,0.9221,1,1780.74,1,RECOVERED
TX0015356,C06633,3600.67,CREDIT_CARD,RETURNING,257,26,0.9384,NETWORK_ERROR,TRANSIENT,1,1015,22,1,0.815,1,3600.67,2,RECOVERED
TX0015357,C03440,1777.14,UPI,RETURNING,269,23,0.8123,INSUFFICIENT_FUNDS,CUSTOMER_ACTION_REQUIRED,2,286,17,1,0.2371,0,0.0,3,ESCALATED
TX0015358,C01303,7080.84,DEBIT_CARD,RETURNING,329,24,0.8971,CARD_BLOCKED,HARD_FAILURE,0,990,18,1,0.0774,0,0.0,1,UNRECOVERED
TX0015359,C08848,60903.95,UPI,LOYAL,1574,71,0.9534,BANK_TIMEOUT,TRANSIENT,0,809,14,1,0.8903,1,60903.95,1,RECOVERED
TX0015362,C05705,6059.64,UPI,NEW,32,3,0.6041,AUTHENTICATION_FAILED,CUSTOMER_ACTION_REQUIRED,0,323,6,1,0.3881,0,0.0,1,UNRECOVERED
TX0015364,C00570,1558.45,UPI,LOYAL,1741,67,0.9278,CARD_BLOCKED,HARD_FAILURE,2,1076,14,1,0.01,0,0.0,3,ESCALATED
TX0015366,C06319,4435.97,UPI,NEW,32,3,0.5011,EXPIRED_CARD,CUSTOMER_ACTION_REQUIRED,1,1235,20,0,0.1131,0,0.0,2,UNRECOVERED
TX0015367,C09262,4058.34,UPI,RETURNING,80,4,0.8635,NETWORK_ERROR,TRANSIENT,1,406,15,1,0.7884,1,4058.34,2,RECOVERED
TX0015369,C01989,3484.83,CREDIT_CARD,RETURNING,262,15,0.8858,CARD_BLOCKED,HARD_FAILURE,2,870,15,0,0.01,1,3484.83,3,RECOVERED
TX0015371,C06280,1436.75,CREDIT_CARD,LOYAL,1286,58,0.8984,INSUFFICIENT_FUNDS,CUSTOMER_ACTION_REQUIRED,0,685,19,1,0.5177,1,1436.75,1,RECOVERED
TX0015373,C00390,6118.81,UPI,RETURNING,400,16,0.7797,BANK_TIMEOUT,TRANSIENT,2,328,1,1,0.6926,0,0.0,3,ESCALATED
TX0015374,C09667,1714.74,UPI,RETURNING,316,22,0.9012,AUTHENTICATION_FAILED,CUSTOMER_ACTION_REQUIRED,0,841,4,1,0.465,0,0.0,1,UNRECOVERED
TX0015375,C03669,7668.82,NET_BANKING,RETURNING,163,11,0.8308,INVALID_CARD,HARD_FAILURE,0,148,23,0,0.0843,0,0.0,1,UNRECOVERED
TX0015377,C09560,2409.05,UPI,NEW,21,1,0.5871,NETWORK_ERROR,TRANSIENT,0,670,10,0,0.7478,1,2409.05,1,RECOVERED
TX0015380,C00980,3865.71,UPI,RETURNING,148,30,0.9013,AUTHENTICATION_FAILED,CUSTOMER_ACTION_REQUIRED,0,720,21,0,0.5013,0,0.0,1,UNRECOVERED
TX0015381,C08166,1148.0,CREDIT_CARD,LOYAL,995,55,0.9463,BANK_SERVER_ERROR,TRANSIENT,1,590,21,1,0.7881,1,1148.0,2,RECOVERED
TX0015383,C04751,7726.27,UPI,RETURNING,306,11,0.8782,BANK_SERVER_ERROR,TRANSIENT,0,107,7,0,0.8766,1,7726.27,1,RECOVERED
TX0015384,C06872,1346.38,UPI,RETURNING,169,13,0.8678,EXPIRED_CARD,CUSTOMER_ACTION_REQUIRED,1,803,19,0,0.3118,1,1346.38,2,RECOVERED
TX0015385,C08005,1762.89,UPI,RETURNING,441,11,0.9177,BANK_TIMEOUT,TRANSIENT,0,796,20,0,0.9528,1,1762.89,1,RECOVERED
TX0015386,C09683,2451.8,UPI,RETURNING,325,26,0.8865,EXPIRED_CARD,CUSTOMER_ACTION_REQUIRED,0,1108,12,0,0.3562,0,0.0,1,UNRECOVERED
TX0015387,C07249,19205.1,UPI,RETURNING,410,18,0.8621,NETWORK_ERROR,TRANSIENT,0,863,2,1,0.8158,1,19205.1,1,RECOVERED
TX0015389,C05829,1028.28,NET_BANKING,RETURNING,317,6,0.8643,INVALID_CARD,HARD_FAILURE,0,1195,0,0,0.0574,0,0.0,1,UNRECOVERED
TX0015393,C07071,2639.43,CREDIT_CARD,RETURNING,302,22,0.771,AUTHENTICATION_FAILED,CUSTOMER_ACTION_REQUIRED,0,29,5,0,0.4674,0,0.0,1,UNRECOVERED
TX0015395,C02292,5533.01,CREDIT_CARD,NEW,7,2,0.7278,CARD_BLOCKED,HARD_FAILURE,0,746,2,0,0.01,0,0.0,1,UNRECOVERED
TX0015396,C07733,6976.08,NET_BANKING,LOYAL,1699,74,0.9312,EXPIRED_CARD,CUSTOMER_ACTION_REQUIRED,3,1262,1,0,0.1665,0,0.0,3,ESCALATED
TX0015397,C02461,2152.91,CREDIT_CARD,LOYAL,1499,70,0.9144,NETWORK_ERROR,TRANSIENT,0,1381,8,0,0.98,1,2152.91,1,RECOVERED
TX0015399,C05606,9194.92,CREDIT_CARD,RETURNING,193,18,0.8544,EXPIRED_CARD,CUSTOMER_ACTION_REQUIRED,0,406,7,0,0.3645,0,0.0,1,UNRECOVERED
TX0015401,C02051,7579.34,UPI,RETURNING,425,16,0.9708,BANK_TIMEOUT,TRANSIENT,0,67,7,1,0.9321,1,7579.34,1,RECOVERED
TX0015402,C02685,1922.99,DEBIT_CARD,RETURNING,353,20,0.8204,EXPIRED_CARD,CUSTOMER_ACTION_REQUIRED,0,278,22,1,0.3705,0,0.0,1,UNRECOVERED
TX0015403,C00689,3738.3,UPI,RETURNING,410,28,0.8765,AUTHENTICATION_FAILED,CUSTOMER_ACTION_REQUIRED,0,225,1,0,0.5005,1,3738.3,1,RECOVERED
TX0015405,C02071,2448.2,UPI,RETURNING,273,28,0.9269,BANK_TIMEOUT,TRANSIENT,1,1,8,0,0.8956,1,2448.2,2,RECOVERED
TX0015406,C09683,6893.09,UPI,RETURNING,325,26,0.8865,AUTHENTICATION_FAILED,CUSTOMER_ACTION_REQUIRED,0,1181,16,0,0.5248,0,0.0,1,UNRECOVERED
TX0015410,C01092,1278.06,NET_BANKING,RETURNING,244,30,0.8541,INVALID_CARD,HARD_FAILURE,1,409,22,1,0.021,0,0.0,2,UNRECOVERED
TX0015412,C01931,2253.78,CREDIT_CARD,LOYAL,1399,100,0.9165,INVALID_CARD,HARD_FAILURE,1,321,20,1,0.089,0,0.0,2,UNRECOVERED
TX0015413,C09051,1505.86,DEBIT_CARD,LOYAL,1797,58,0.906,BANK_TIMEOUT,TRANSIENT,0,1255,7,1,0.9792,1,1505.86,1,RECOVERED
TX0015414,C09450,3544.66,UPI,LOYAL,1242,69,0.96,BANK_TIMEOUT,TRANSIENT,0,1321,17,0,0.98,1,3544.66,1,RECOVERED
TX0015415,C01029,3017.09,UPI,RETURNING,279,27,0.7767,NETWORK_ERROR,TRANSIENT,0,877,2,1,0.7927,1,3017.09,1,RECOVERED
TX0015417,C04613,4902.31,CREDIT_CARD,LOYAL,865,63,0.9247,CARD_BLOCKED,HARD_FAILURE,0,1346,4,1,0.1693,0,0.0,1,UNRECOVERED
TX0015418,C05874,2820.53,DEBIT_CARD,RETURNING,463,9,0.754,INSUFFICIENT_FUNDS,CUSTOMER_ACTION_REQUIRED,0,1215,6,0,0.4739,1,2820.53,1,RECOVERED
TX0015424,C00403,2363.96,CREDIT_CARD,RETURNING,446,27,0.9303,BANK_TIMEOUT,TRANSIENT,0,1111,1,1,0.9391,1,2363.96,1,RECOVERED
TX0015425,C07009,57324.35,CREDIT_CARD,LOYAL,1366,34,0.8898,NETWORK_ERROR,TRANSIENT,0,946,12,0,0.9189,1,57324.35,1,RECOVERED
TX0015426,C07257,3199.5,CREDIT_CARD,NEW,39,2,0.7012,NETWORK_ERROR,TRANSIENT,2,982,16,0,0.5825,1,3199.5,3,RECOVERED
TX0015427,C01167,6250.11,DEBIT_CARD,NEW,16,1,0.8029,BANK_SERVER_ERROR,TRANSIENT,1,968,9,0,0.6875,0,0.0,2,UNRECOVERED
TX0015432,C00517,14548.92,DEBIT_CARD,RETURNING,478,4,0.8347,INSUFFICIENT_FUNDS,CUSTOMER_ACTION_REQUIRED,0,1322,12,1,0.4959,1,14548.92,1,RECOVERED
TX0015435,C09273,1322.51,UPI,RETURNING,264,15,0.7954,BANK_SERVER_ERROR,TRANSIENT,1,1204,6,1,0.7653,1,1322.51,2,RECOVERED
TX0015436,C04194,2959.83,CREDIT_CARD,RETURNING,424,10,0.956,GATEWAY_TIMEOUT,TRANSIENT,0,551,8,1,0.9272,1,2959.83,1,RECOVERED
TX0015437,C06597,697.68,UPI,RETURNING,289,21,0.7623,FRAUD_SUSPECTED,HARD_FAILURE,0,523,5,1,0.0118,0,0.0,1,UNRECOVERED
TX0015438,C08037,1855.48,DEBIT_CARD,NEW,14,2,0.668,EXPIRED_CARD,CUSTOMER_ACTION_REQUIRED,0,1104,17,1,0.3104,1,1855.48,1,RECOVERED
TX0015439,C09418,3017.25,UPI,RETURNING,109,19,0.9689,BANK_TIMEOUT,TRANSIENT,0,689,23,1,0.967,1,3017.25,1,RECOVERED
TX0015440,C02697,25456.19,UPI,RETURNING,77,11,0.8119,AUTHENTICATION_FAILED,CUSTOMER_ACTION_REQUIRED,0,1034,17,0,0.4357,1,25456.19,1,RECOVERED
TX0015441,C05375,18301.18,DEBIT_CARD,RETURNING,473,6,0.9622,INSUFFICIENT_FUNDS,CUSTOMER_ACTION_REQUIRED,0,627,12,1,0.49,1,18301.18,1,RECOVERED
TX0015444,C09340,3067.02,CREDIT_CARD,RETURNING,62,5,0.9539,BANK_TIMEOUT,TRANSIENT,1,1273,15,1,0.8799,1,3067.02,2,RECOVERED
TX0015445,C08607,249.8,CREDIT_CARD,RETURNING,143,26,0.822,INSUFFICIENT_FUNDS,CUSTOMER_ACTION_REQUIRED,0,1382,19,0,0.4803,0,0.0,1,UNRECOVERED
TX0015447,C03082,652.17,UPI,LOYAL,1581,26,0.9498,BANK_TIMEOUT,TRANSIENT,1,173,15,0,0.9335,1,652.17,2,RECOVERED
TX0015449,C01745,5132.58,UPI,NEW,10,3,0.5602,NETWORK_ERROR,TRANSIENT,2,521,7,0,0.5598,1,5132.58,3,RECOVERED
TX0015450,C08791,2409.35,UPI,LOYAL,1902,42,0.9508,BANK_SERVER_ERROR,TRANSIENT,0,1131,8,1,0.9292,1,2409.35,1,RECOVERED
TX0015452,C02075,4336.51,CREDIT_CARD,NEW,49,3,0.8149,BANK_SERVER_ERROR,TRANSIENT,3,1072,11,1,0.497,1,4336.51,4,RECOVERED
TX0015453,C03083,2259.99,CREDIT_CARD,RETURNING,327,18,0.8229,EXPIRED_CARD,CUSTOMER_ACTION_REQUIRED,0,616,5,1,0.3843,0,0.0,1,UNRECOVERED
TX0015455,C04825,6648.69,UPI,LOYAL,978,93,0.993,BANK_TIMEOUT,TRANSIENT,0,749,12,1,0.98,1,6648.69,1,RECOVERED
TX0015456,C04028,4531.76,CREDIT_CARD,RETURNING,208,19,0.9278,INSUFFICIENT_FUNDS,CUSTOMER_ACTION_REQUIRED,0,600,13,0,0.5257,0,0.0,1,UNRECOVERED
TX0015457,C09476,227.18,CREDIT_CARD,NEW,9,2,0.8102,GATEWAY_TIMEOUT,TRANSIENT,1,491,1,1,0.7274,1,227.18,2,RECOVERED
TX0015459,C00311,1607.7,DEBIT_CARD,RETURNING,125,27,0.8468,INSUFFICIENT_FUNDS,CUSTOMER_ACTION_REQUIRED,0,679,21,0,0.4557,0,0.0,1,UNRECOVERED
TX0015462,C08775,7467.79,CREDIT_CARD,LOYAL,624,98,0.927,EXPIRED_CARD,CUSTOMER_ACTION_REQUIRED,0,724,20,1,0.4476,0,0.0,1,UNRECOVERED
TX0015464,C08053,814.82,NET_BANKING,RETURNING,238,17,0.8262,INSUFFICIENT_FUNDS,CUSTOMER_ACTION_REQUIRED,0,1275,16,0,0.4677,0,0.0,1,UNRECOVERED
TX0015466,C01630,2962.82,NET_BANKING,RETURNING,253,25,0.9257,NETWORK_ERROR,TRANSIENT,0,680,19,1,0.8991,0,0.0,1,UNRECOVERED
TX0015467,C00071,1082.61,UPI,LOYAL,1667,51,0.9466,INVALID_CARD,HARD_FAILURE,2,498,8,0,0.0179,0,0.0,3,ESCALATED
TX0015468,C08825,2614.84,UPI,RETURNING,265,24,0.9262,INVALID_CARD,HARD_FAILURE,0,1090,10,0,0.1356,1,2614.84,1,RECOVERED
TX0015469,C08005,6527.48,CREDIT_CARD,RETURNING,441,11,0.9177,GATEWAY_TIMEOUT,TRANSIENT,2,329,23,1,0.7075,1,6527.48,3,RECOVERED
TX0015471,C03098,2621.14,CREDIT_CARD,LOYAL,759,24,0.9759,GATEWAY_TIMEOUT,TRANSIENT,1,1420,18,0,0.8852,1,2621.14,2,RECOVERED
TX0015473,C08709,1839.79,UPI,LOYAL,556,45,0.9134,INSUFFICIENT_FUNDS,CUSTOMER_ACTION_REQUIRED,1,507,15,0,0.4575,0,0.0,2,UNRECOVERED
TX0015476,C09872,312.19,DEBIT_CARD,NEW,20,1,0.6362,GATEWAY_TIMEOUT,TRANSIENT,1,447,7,0,0.6614,0,0.0,2,UNRECOVERED
TX0015478,C09337,1050.83,UPI,RETURNING,470,14,0.9054,INSUFFICIENT_FUNDS,CUSTOMER_ACTION_REQUIRED,0,378,11,1,0.4572,1,1050.83,1,RECOVERED
TX0015479,C00334,2956.31,UPI,RETURNING,175,7,0.8305,BANK_SERVER_ERROR,TRANSIENT,0,1361,3,1,0.8445,1,2956.31,1,RECOVERED
TX0015481,C00005,1774.73,CREDIT_CARD,NEW,13,3,0.5882,CARD_BLOCKED,HARD_FAILURE,0,362,4,0,0.01,0,0.0,1,UNRECOVERED
TX0015483,C03959,5879.62,NET_BANKING,LOYAL,786,46,0.9748,BANK_TIMEOUT,TRANSIENT,0,741,3,1,0.9411,1,5879.62,1,RECOVERED
TX0015484,C03061,7330.74,CREDIT_CARD,NEW,41,1,0.5588,NETWORK_ERROR,TRANSIENT,3,858,16,0,0.4682,0,0.0,3,ESCALATED
TX0015485,C07965,3994.94,WALLET,RETURNING,226,23,0.846,AUTHENTICATION_FAILED,CUSTOMER_ACTION_REQUIRED,0,476,19,0,0.4763,0,0.0,1,UNRECOVERED
TX0015486,C08744,1173.84,UPI,NEW,36,0,0.5502,INVALID_CARD,HARD_FAILURE,0,1296,16,1,0.01,0,0.0,1,UNRECOVERED
TX0015487,C02781,10054.03,CREDIT_CARD,LOYAL,895,98,0.9541,BANK_SERVER_ERROR,TRANSIENT,1,232,23,0,0.8428,0,0.0,2,UNRECOVERED
TX0015488,C03103,2188.77,UPI,RETURNING,430,5,0.767,INSUFFICIENT_FUNDS,CUSTOMER_ACTION_REQUIRED,0,802,17,0,0.4965,0,0.0,1,UNRECOVERED
TX0015489,C06877,1014.98,DEBIT_CARD,LOYAL,559,69,0.9,CARD_BLOCKED,HARD_FAILURE,0,327,9,1,0.2021,0,0.0,1,UNRECOVERED
TX0015491,C03116,1633.3,UPI,RETURNING,121,13,0.813,NETWORK_ERROR,TRANSIENT,0,42,3,0,0.9005,1,1633.3,1,RECOVERED
TX0015492,C05917,1975.72,UPI,NEW,58,0,0.5728,EXPIRED_CARD,CUSTOMER_ACTION_REQUIRED,0,1073,3,0,0.2571,0,0.0,1,UNRECOVERED
TX0015495,C05813,11247.82,DEBIT_CARD,RETURNING,289,6,0.9638,AUTHENTICATION_FAILED,CUSTOMER_ACTION_REQUIRED,1,270,22,0,0.4066,1,11247.82,2,RECOVERED
TX0015496,C04226,597.25,DEBIT_CARD,RETURNING,260,21,0.9169,GATEWAY_TIMEOUT,TRANSIENT,0,763,11,0,0.9456,1,597.25,1,RECOVERED
TX0015497,C09654,2975.65,UPI,RETURNING,452,23,0.955,BANK_SERVER_ERROR,TRANSIENT,0,658,1,0,0.8468,0,0.0,1,UNRECOVERED
TX0015498,C05368,2516.27,CREDIT_CARD,RETURNING,93,8,0.9164,AUTHENTICATION_FAILED,CUSTOMER_ACTION_REQUIRED,1,1222,9,1,0.3826,0,0.0,2,UNRECOVERED
